eth_src,eth_dst,eth_type,ip_version,ip_ihl,ip_tos,ip_len,ip_id,ip_flags,ip_frag,ip_ttl,ip_proto,ip_chksum,ip_src,ip_dst,udp_sport,udp_dport,udp_len,udp_chksum,timestamp,length,summary,payload,payload_raw
80:37:73:96:9b:db,88:e9:fe:6a:92:52,2048,4,5,32,84,196,,0,122,17,7024,84.54.22.33,10.1.10.53,53,53,64,65074,1532199343.165917,98,Ether / IP / UDP / DNS Ans 2607:f8b0:4005:807::200e,0,
88:e9:fe:6a:92:52,80:37:73:96:9b:db,2048,4,5,0,1004,1,,0,64,17,21179,10.1.10.53,84.54.22.33,53,53,984,46283,1532199344.175057,1018,Ether / IP / UDP / DNS Qry b'google.com.' / Raw,948,efbfbd4008efbfbd10221defbfbd5aefbfbd195d674c38efbfbd147c672befbfbdefbfbdd88104efbfbd3e364c4a6defbfbd5defbfbdefbfbdefbfbdefbfbddaa8efbfbd2c373cefbfbd6577efbfbdefbfbdefbfbd446eefbfbd2665514221efbfbd7aefbfbd7473efbfbd0cefbfbd23efbfbd0a42752122efbfbd04efbfbdefbfbdefbfbd7638efbfbd68efbfbd4575efbfbdefbfbdefbfbdefbfbd5f5cefbfbd73efbfbd623e200defbfbdefbfbd216aefbfbdefbfbd3d3922efbfbdefbfbdefbfbd7d2a22efbfbd5aefbfbdefbfbdefbfbdefbfbd7729efbfbdefbfbd241fefbfbdefbfbd1728efbfbd68efbfbdefbfbddd93763befbfbd0defbfbdefbfbdefbfbdefbfbdefbfbd45efbfbdefbfbd2b52efbfbdefbfbd15efbfbd7eefbfbd065eefbfbd04efbfbd19efbfbd5c0a1d0d42efbfbd797fefbfbd13efbfbdefbfbd160144efbfbd367eefbfbdefbfbdefbfbdefbfbd2defbfbdefbfbd2650efbfbd64efbfbd093111efbfbd43efbfbd7c3befbfbdefbfbd21efbfbdefbfbd532eefbfbdefbfbdefbfbd74efbfbdefbfbd05efbfbdefbfbdc49e5cdc8cefbfbdefbfbdefbfbd7128efbfbd32efbfbd39efbfbd2b525031efbfbdefbfbd43efbfbd06004944efbfbd42efbfbd2fefbfbd34efbfbdefbfbd2f2eefbfbd49dbb4efbfbd4fefbfbd0a646171493eefbfbdefbfbdefbfbdefbfbdefbfbd68efbfbd140112efbfbdefbfbd48efbfbd7223efbfbd5cefbfbdefbfbd7eefbfbd7cefbfbdefbfbdefbfbd134befbfbdefbfbd0aefbfbdefbfbdefbfbdefbfbd07efbfbd787cefbfbd69efbfbdefbfbd0411efbfbd4aefbfbd0557efbfbd7aefbfbdefbfbdefbfbdefbfbd10434929efbfbd4e6befbfbdefbfbd7ec3a8094938efbfbdefbfbd16351e5fefbfbd3befbfbd167eefbfbd3e607c187befbfbdefbfbd07efbfbdefbfbdefbfbdefbfbdefbfbd22034217efbfbd0befbfbdefbfbd6954efbfbd4554efbfbd6e4f1e0befbfbdefbfbd10716aefbfbd213aefbfbd00114148efbfbd37efbfbdefbfbdefbfbd2fd5ad2c7f31da8c5defbfbd2544613befbfbd4f59efbfbdefbfbdefbfbd7d2d450f6902751befbfbdefbfbd1957efbfbd7c6eefbfbd534b5f3fefbfbdefbfbdefbfbdefbfbd0aefbfbd6f0acd994d4e15efbfbd4ce7b28aefbfbdefbfbd5368efbfbdefbfbdefbfbd37efbfbd08efbfbd387aefbfbd18efbfbd7d4a297f3a5b4cefbfbdefbfbd5534efbfbd6bd595efbfbdefbfbdefbfbd47efbfbdefbfbdd587efbfbd04efbfbd586aefbfbd0defbfbdefbfbdefbfbd6fefbfbd416befbfbd2fefbfbd29efbfbdefbfbd
80:37:73:96:9b:db,88:e9:fe:6a:92:52,2048,4,5,32,84,1122,,0,122,17,6098,84.54.22.33,10.1.10.53,53,53,64,65075,1532199344.185602,98,Ether / IP / UDP / DNS Ans 2607:f8b0:4005:807::200e,0,
88:e9:fe:6a:92:52,80:37:73:96:9b:db,2048,4,5,0,1037,1,,0,64,17,21146,10.1.10.53,84.54.22.33,53,53,1017,14360,1532199345.192632,1051,Ether / IP / UDP / DNS Qry b'google.com.' / Raw,981,2a0befbfbdcbaaefbfbd66efbfbd75efbfbdefbfbdefbfbdefbfbd3eefbfbd0767efbfbdefbfbdefbfbdefbfbdefbfbdefbfbdefbfbdefbfbdefbfbd361d50603d2f405cefbfbdefbfbd73efbfbdefbfbdefbfbdefbfbd18efbfbd2258691fd78a56efbfbdefbfbdefbfbdefbfbdefbfbdefbfbd53efbfbd3f0300efbfbdefbfbdefbfbdefbfbd12efbfbd0befbfbd3befbfbdefbfbdefbfbd226c7fefbfbdefbfbd2cefbfbd34217e0767efbfbd3b10efbfbdefbfbd523defbfbdefbfbd575623efbfbdefbfbd46efbfbd51efbfbd461747efbfbdefbfbdefbfbdefbfbdefbfbdefbfbdefbfbdefbfbdefbfbdd5853e7d67efbfbd063fefbfbd09efbfbdefbfbd05704eefbfbd26efbfbdefbfbd3e69efbfbdefbfbdefbfbd29efbfbd374befbfbdefbfbd782043525aea8e84efbfbd1d15efbfbd6669efbfbdefbfbdefbfbd58efbfbd43efbfbddbb543efbfbd36efbfbd30efbfbdefbfbdefbfbd3c3826efbfbdefbfbd45efbfbd1befbfbd7e4629efbfbd04cc8aefbfbd3a2e4fefbfbdefbfbd460defbfbd5fefbfbdefbfbd3864efbfbd166cefbfbdefbfbdefbfbdefbfbd165fefbfbd6cefbfbd0062efbfbdefbfbdefbfbdefbfbd5aefbfbd14efbfbd7cefbfbdefbfbdefbfbd2eefbfbd49ca92efbfbd75efbfbdefbfbdd49e2befbfbdefbfbd69cd9eefbfbd3e6fefbfbd17efbfbd1aefbfbd110213efbfbd70efbfbdefbfbd11291048efbfbd2eefbfbdefbfbdefbfbdefbfbdefbfbdefbfbd7defbfbdefbfbd5dc2a9efbfbd2b33cb82efbfbd167a4befbfbdefbfbdefbfbdefbfbd18224eefbfbd366fefbfbd59efbfbd26c49fd0a1efbfbd255befbfbdefbfbd36efbfbd2662efbfbd5cefbfbdefbfbdefbfbd316fefbfbd577b4befbfbd23efbfbdefbfbdd49c2b52591defbfbd48efbfbd01286befbfbd18efbfbd3eefbfbd6b2c2cefbfbdefbfbd1befbfbdefbfbdc3a6efbfbd6befbfbdefbfbd7c02714cefbfbdefbfbd3defbfbdefbfbdefbfbd7c24efbfbd12efbfbd59efbfbd62efbfbdefbfbd43610b0a38efbfbd6359efbfbd591652efbfbdefbfbd7925efbfbd3fefbfbd4620601159297927110b2b7f5e494172efbfbdefbfbd2dc9ad660155efbfbdefbfbd3c12efbfbdefbfbdefbfbd24470defbfbdefbfbdefbfbdefbfbdefbfbdd3ba587740db91efbfbdefbfbd524cc8a455efbfbd21efbfbd1befbfbd22efbfbd7d5e58efbfbdefbfbd537a683befbfbd48efbfbd6cefbfbdefbfbdefbfbd2f20efbfbdefbfbd30efbfbd6f35efbfbdefbfbd604151efbfbd77efbfbdefbfbdefbfbdefbfbdefbfbd2befbfbdefbfbd26efbfbd6c0c2d6defbfbd7dc393efbfbdefbfbd3fefbfbdefbfbd58efbfbdefbfbd35
80:37:73:96:9b:db,88:e9:fe:6a:92:52,2048,4,5,32,84,1586,,0,122,17,5634,84.54.22.33,10.1.10.53,53,53,64,65076,1532199345.206064,98,Ether / IP / UDP / DNS Ans 2607:f8b0:4005:807::200e,0,
88:e9:fe:6a:92:52,80:37:73:96:9b:db,2048,4,5,0,1004,1,,0,64,17,21179,10.1.10.53,84.54.22.33,53,53,984,13507,1532199346.214431,1018,Ether / IP / UDP / DNS Qry b'google.com.' / Raw,948,7953efbfbd09efbfbdefbfbd4fefbfbd0821efbfbdefbfbdefbfbd34efbfbde58c8cefbfbd65070aefbfbdefbfbdefbfbd3229c8b3efbfbd4befbfbd530aefbfbd60d48defbfbd4902164414424cefbfbdefbfbdefbfbd35efbfbd22efbfbdefbfbdefbfbd225677460a33efbfbdd88b4befbfbd7e11efbfbd5d7befbfbdefbfbd6cefbfbdefbfbd44efbfbd367eefbfbd73c890efbfbd10701840efbfbd12df90efbfbdefbfbdefbfbd72efbfbdefbfbdefbfbdefbfbd1fefbfbd72efbfbd60efbfbd4f522e4747efbfbdefbfbdefbfbd42efbfbdefbfbd0f1e2defbfbd7c2c76efbfbd10214defbfbd772aefbfbd2123efbfbdefbfbdefbfbd30efbfbd20efbfbdefbfbd63efbfbd6c79471a3eefbfbd0847efbfbd7676c4af15efbfbdefbfbd7b6c3f3477efbfbdefbfbd21e0b58867efbfbdefbfbdefbfbd17efbfbd5eefbfbdefbfbd52efbfbd5f44efbfbdcbbdefbfbd3d17efbfbd62efbfbd30efbfbdefbfbd7bddb3efbfbd6defbfbd54efbfbd7befbfbd0040efbfbdefbfbddf8438efbfbdefbfbd3defbfbd5f4eefbfbd026defbfbd20041a2c04efbfbd5d58efbfbdefbfbd55543a2f1a30efbfbd49efbfbdc7abefbfbdefbfbdd49c7f487e1d1426efbfbd1d04efbfbdefbfbdefbfbd2c7b0b0b3f0f73efbfbdefbfbdefbfbdefbfbdefbfbd7925efbfbd0271efbfbd7de78cb2efbfbd00efbfbd4d765d6d4befbfbd2fee8f8aefbfbd5f63efbfbdefbfbd3a7aefbfbdefbfbd4d4a18efbfbdefbfbd39efbfbd6502efbfbd4defbfbd2c0e46efbfbdefbfbd13efbfbd235befbfbd58efbfbd7b50efbfbdefbfbd79efbfbd55efbfbdefbfbdefbfbd6b57efbfbd61efbfbd4711efbfbd6a5f67625eefbfbdefbfbd0d06efbfbdefbfbdefbfbd11efbfbdefbfbdefbfbd1defbfbd2914efbfbd65efbfbdefbfbdefbfbd4a12efbfbdd99aefbfbd58efbfbd27efbfbdefbfbd481dcabaefbfbd1f394defbfbd696eefbfbdefbfbdefbfbd227aefbfbd20efbfbd1d5defbfbd5a14efbfbd4744efbfbd0e117c686befbfbdefbfbdefbfbd67efbfbd583eefbfbdefbfbd7b126641efbfbdefbfbd1d7e0fefbfbd11efbfbdefbfbd6012efbfbd0744efbfbdefbfbd0047efbfbdefbfbd46085de28fbdefbfbdefbfbdefbfbdefbfbd0544efbfbdefbfbd5c6b45efbfbdefbfbdefbfbdefbfbdefbfbd58520e3f63efbfbdefbfbdefbfbd3721efbfbdefbfbdefbfbd03071befbfbd4353efbfbd09071c1564efbfbdefbfbd0e29567a64efbfbdefbfbdefbfbd22efbfbdefbfbdddb5efbfbdefbfbd12efbfbd251befbfbd4d535defbfbdefbfbdefbfbd
80:37:73:96:9b:db,88:e9:fe:6a:92:52,2048,4,5,32,84,2399,,0,122,17,4821,84.54.22.33,10.1.10.53,53,53,64,65077,1532199346.230095,98,Ether / IP / UDP / DNS Ans 2607:f8b0:4005:807::200e,0,
88:e9:fe:6a:92:52,80:37:73:96:9b:db,2048,4,5,0,1039,1,,0,64,17,21144,10.1.10.53,84.54.22.33,53,53,1019,39038,1532199347.233872,1053,Ether / IP / UDP / DNS Qry b'google.com.' / Raw,983,1d39efbfbd15c6b8efbfbd0a63efbfbdefbfbd7b1befbfbd28efbfbdefbfbd36170905efbfbdefbfbd6fefbfbd221defbfbd76efbfbd4b44efbfbdefbfbd50cba4efbfbdefbfbd181d5c51364511efbfbd22efbfbd57436befbfbd2d1817efbfbd1befbfbdefbfbdefbfbd0420efbfbd5d5d095471efbfbd78d6bc45efbfbd4701efbfbdefbfbd5defbfbd4befbfbdefbfbdefbfbd02efbfbd04efbfbdefbfbdefbfbdefbfbd0aefbfbdcca0efbfbd6cefbfbdefbfbdefbfbd5befbfbdefbfbd6071170aefbfbdefbfbdefbfbdefbfbd44efbfbd78efbfbdefbfbdefbfbd72efbfbdefbfbd790b534aefbfbd535054720eefbfbd38efbfbd6b7defbfbdefbfbd0defbfbd0b32efbfbd5e2165efbfbdefbfbdefbfbdefbfbdefbfbdefbfbd61d892efbfbdefbfbdefbfbd1defbfbd631aefbfbdefbfbdefbfbd185fefbfbd37ceafefbfbd1bdf8fdc804defbfbd34cd90efbfbd09efbfbd21efbfbdefbfbd6fefbfbd1eefbfbd1b79417fefbfbd19efbfbdefbfbdefbfbd6c1556efbfbdefbfbd7560efbfbd143907395e4c5c65efbfbdefbfbd447defbfbdefbfbd3edebdefbfbd606eefbfbd6f4c0cefbfbdcba634d7ae1fefbfbdefbfbdefbfbd10352aefbfbd470fefbfbdefbfbd45efbfbdefbfbdefbfbd75efbfbdefbfbd13efbfbd5d65efbfbd5f776defbfbdefbfbdefbfbdefbfbd0e42efbfbdefbfbd39183eefbfbd6eefbfbd3721efbfbdefbfbd50efbfbdefbfbdefbfbd5defbfbdefbfbdc9acefbfbdc482efbfbd5942efbfbdefbfbd0b7defbfbd27677917efbfbdefbfbdefbfbd31efbfbd7a440806271eefbfbdefbfbdefbfbdefbfbdefbfbdefbfbdefbfbdec8498efbfbd10efbfbdefbfbd43efbfbd7071626fefbfbd22efbfbd757149cfb8efbfbdefbfbd4351c8a176efbfbd3b74efbfbd694aefbfbdefbfbdefbfbd37efbfbdefbfbd565d612cefbfbdefbfbd1defbfbdefbfbd32cdb9efbfbd15efbfbdefbfbdefbfbd01efbfbd7f1fefbfbd25efbfbdefbfbdefbfbd5befbfbdefbfbdefbfbdefbfbd27efbfbd0149116defbfbdefbfbd1b533aefbfbd61efbfbdefbfbd58efbfbd3829efbfbd66332eefbfbdefbfbd7b3d52efbfbdefbfbd153e64efbfbd19efbfbd1cefbfbd290607efbfbd1d5f70efbfbdefbfbdefbfbd28efbfbd1451efbfbd7053efbfbdefbfbd1aefbfbd58efbfbd28604e7737efbfbdefbfbdefbfbd554befbfbd22efbfbd1defbfbdefbfbddab5efbfbdefbfbdefbfbd56efbfbd3f4a442befbfbdefbfbd2aefbfbdefbfbd1eefbfbdefbfbdd385efbfbd39efbfbd12efbfbd0905efbfbdefbfbd6d6fefbfbdefbfbdefbfbdefbfbd6cefbfbdefbfbdefbfbdefbfbd7defbfbdefbfbd474befbfbd
80:37:73:96:9b:db,88:e9:fe:6a:92:52,2048,4,5,32,84,3259,,0,122,17,3961,84.54.22.33,10.1.10.53,53,53,64,65078,1532199347.245332,98,Ether / IP / UDP / DNS Ans 2607:f8b0:4005:807::200e,0,
88:e9:fe:6a:92:52,80:37:73:96:9b:db,2048,4,5,0,1037,1,,0,64,17,21146,10.1.10.53,84.54.22.33,53,53,1017,34323,1532199348.252542,1051,Ether / IP / UDP / DNS Qry b'google.com.' / Raw,981,4fefbfbdefbfbdefbfbdefbfbdc880efbfbdefbfbdefbfbdefbfbd0c33efbfbd083eefbfbd713641efbfbd6858cdaaefbfbd5d0cefbfbdefbfbdefbfbdefbfbd40efbfbd244d0a4befbfbd55efbfbdefbfbd751eefbfbd1a1aefbfbdefbfbd11efbfbd7befbfbd36efbfbd00efbfbdefbfbd3aefbfbdefbfbd0a7defbfbd5befbfbdefbfbdefbfbdefbfbd054948780212efbfbd01420befbfbd7f54efbfbd5cefbfbd58efbfbd77efbfbdefbfbd0eefbfbdefbfbd1befbfbd50744defbfbd33efbfbd3defbfbd695256c29e695aefbfbd05efbfbdefbfbd7fefbfbdefbfbdefbfbd7cefbfbdefbfbdefbfbdefbfbd66efbfbdefbfbdefbfbd56efbfbdefbfbdefbfbd7e63685560efbfbd5fefbfbd78204e1aefbfbdefbfbdefbfbdefbfbdefbfbd50efbfbdefbfbd6d5cd1bd557eefbfbd53efbfbd0d3f7839efbfbd7b281325452745efbfbd27efbfbd565f2ad69040efbfbdefbfbd6b7d4b08353477efbfbdefbfbdefbfbd3b0fefbfbdefbfbdefbfbd43efbfbdefbfbd3258efbfbdefbfbd36efbfbdefbfbdefbfbd6f78efbfbd52011befbfbd0fefbfbdefbfbd627defbfbdefbfbdcbb367efbfbd71efbfbd75efbfbdefbfbd12efbfbd2eefbfbdefbfbd0fefbfbd6befbfbd1d19efbfbdefbfbdefbfbd25efbfbd16efbfbd19efbfbd1eefbfbd2befbfbdefbfbdefbfbdefbfbd5e1defbfbdefbfbd13efbfbdefbfbd0f137defbfbd32efbfbd35efbfbdefbfbd40efbfbdefbfbd3fefbfbdefbfbdefbfbd5fefbfbd38efbfbdefbfbd671e3c1cefbfbd1befbfbd15efbfbdefbfbd74efbfbdefbfbdefbfbd1008efbfbd733c72efbfbd0730efbfbd06db98cb98efbfbdefbfbdcc91efbfbd633224140375787defbfbdefbfbdefbfbd44efbfbd1fefbfbdefbfbd72efbfbd45544875efbfbd0fefbfbd022eefbfbdefbfbdefbfbd5b6a03efbfbd5fefbfbdefbfbdefbfbdefbfbd354673284c73efbfbd15c698efbfbdefbfbd4befbfbd0fefbfbd2befbfbdefbfbd250aefbfbdefbfbdefbfbd79efbfbd091a2defbfbd0fefbfbdefbfbd1aceb271efbfbdefbfbdefbfbd56dbb1efbfbdefbfbd495cefbfbdefbfbd4c7defbfbdefbfbdefbfbd0defbfbdefbfbd38d68defbfbdefbfbd5defbfbdefbfbd3eefbfbd615c13efbfbdefbfbd26efbfbdc3acefbfbdefbfbdefbfbdefbfbdefbfbd45e1ad89efbfbdefbfbdefbfbd36efbfbd16efbfbd7b5d42efbfbd1f14784b3befbfbd1a36efbfbdefbfbdefbfbdefbfbdefbfbd15065655efbfbdefbfbd3befbfbd1fefbfbd2305efbfbd245e3d2b05efbfbd4bdca6efbfbd76efbfbd4eefbfbd3f080d6eefbfbd7721efbfbd19594b0f1dd89743efbfbdefbfbd5eefbfbdefbfbddfbb
80:37:73:96:9b:db,88:e9:fe:6a:92:52,2048,4,5,32,84,3868,,0,122,17,3352,84.54.22.33,10.1.10.53,53,53,64,65079,1532199348.264799,98,Ether / IP / UDP / DNS Ans 2607:f8b0:4005:807::200e,0,
88:e9:fe:6a:92:52,80:37:73:96:9b:db,2048,4,5,0,1035,1,,0,64,17,21148,10.1.10.53,84.54.22.33,53,53,1015,48822,1532199349.271787,1049,Ether / IP / UDP / DNS Qry b'google.com.' / Raw,979,efbfbdefbfbd58efbfbdefbfbd09efbfbdf3bc89b7efbfbd397578efbfbd32efbfbd4c1befbfbdefbfbd16d88eefbfbdefbfbd5c014834efbfbd23efbfbdefbfbdefbfbdefbfbd08efbfbd7fefbfbd7eefbfbddd9a6eefbfbdefbfbd565ed4b56e5b2070efbfbdefbfbdefbfbd5d72efbfbd48efbfbd6976e1999a0aefbfbd7f121d6f5651efbfbd11efbfbdefbfbd36265442efbfbdefbfbd2eefbfbd6c230134efbfbd0de6b3bcd3aeefbfbdefbfbdefbfbd41efbfbdefbfbd37efbfbd58efbfbdefbfbd77efbfbdefbfbdefbfbd7a4aefbfbdefbfbd0233efbfbdefbfbd62724f30724defbfbd447defbfbdefbfbd492a7ede8befbfbdefbfbd02efbfbd5fefbfbdefbfbdefbfbddab5632d3b49efbfbd78efbfbd52137f2fefbfbdefbfbd1befbfbdefbfbdefbfbddd9e6715efbfbd2eefbfbdefbfbd7409efbfbdefbfbd6f797cefbfbdefbfbdefbfbd7e34efbfbddb9319efbfbdefbfbdefbfbd0123efbfbdd09ad6b2255859efbfbdefbfbdefbfbd1f1cefbfbd3e144befbfbd696e17efbfbd1848efbfbdefbfbdefbfbd0b4b73efbfbd62efbfbd66efbfbdefbfbdefbfbdefbfbd17efbfbdefbfbdd2a750efbfbdefbfbdefbfbd54efbfbdefbfbd13efbfbd10efbfbd15efbfbdefbfbd4f783ec48815efbfbdefbfbdefbfbd5168efbfbdefbfbdefbfbd24efbfbd0eefbfbd22efbfbdefbfbdefbfbd00efbfbdefbfbd09564221efbfbdefbfbdefbfbd6812efbfbdefbfbdefbfbdefbfbdefbfbdefbfbd004aefbfbdefbfbdefbfbd4d48efbfbdefbfbd32efbfbdefbfbd79efbfbdefbfbd2c21efbfbdefbfbdefbfbd20efbfbd023eefbfbdefbfbd5defbfbdefbfbd05efbfbdefbfbd7eefbfbd2542efbfbd09191cefbfbd4624efbfbd772b724defbfbdefbfbd1eefbfbd2476efbfbd65efbfbd13efbfbdefbfbdefbfbdefbfbdefbfbd15efbfbd65df97efbfbd7eefbfbd59efbfbd26efbfbdefbfbdefbfbd7a55efbfbdefbfbdefbfbdefbfbdefbfbd6aefbfbd5260426f0e114f45efbfbdefbfbdefbfbd7f6cefbfbd391cefbfbd0831efbfbd2fefbfbd2defbfbdefbfbdefbfbdefbfbdefbfbdefbfbd49d3b6376046efbfbd5d2cefbfbdefbfbdefbfbdefbfbd7d04efbfbd4d5defbfbd21efbfbdd0a73f5befbfbd372eefbfbdefbfbdefbfbdefbfbd09efbfbd320025efbfbd1d43efbfbd172f1d2454285b6a780aefbfbdefbfbd2c40efbfbd43efbfbd2f26753615efbfbdefbfbd44067176efbfbdefbfbd451aefbfbd116a7cefbfbd13efbfbd3973efbfbdefbfbdefbfbd307548efbfbd2847efbfbd2900efbfbdefbfbd7f05efbfbdefbfbdefbfbd6befbfbdcab2efbfbd4572efbfbd25efbfbd0c01efbfbd6c01
80:37:73:96:9b:db,88:e9:fe:6a:92:52,2048,4,5,32,84,4833,,0,122,17,2387,84.54.22.33,10.1.10.53,53,53,64,65080,1532199349.308749,98,Ether / IP / UDP / DNS Ans 2607:f8b0:4005:807::200e,0,
88:e9:fe:6a:92:52,80:37:73:96:9b:db,2048,4,5,0,1010,1,,0,64,17,21173,10.1.10.53,84.54.22.33,53,53,990,45536,1532199350.293494,1024,Ether / IP / UDP / DNS Qry b'google.com.' / Raw,954,74030a394aefbfbdc489efbfbd09efbfbdefbfbd77efbfbdefbfbd45efbfbd62efbfbd2defbfbd4eefbfbd66efbfbd5d3210efbfbd44efbfbd580aefbfbdefbfbdefbfbdefbfbd7941cab2efbfbdefbfbd05efbfbd3d50efbfbd1119efbfbd2c5defbfbd2eefbfbdefbfbdefbfbd46efbfbd2863efbfbdefbfbd1021efbfbdefbfbd630340efbfbdefbfbdefbfbdefbfbd470d0224efbfbd2d47efbfbdefbfbddc9cefbfbd003674efbfbd2fefbfbd4d42efbfbd67efbfbd66efbfbdefbfbdcc96efbfbdefbfbd72efbfbd7eefbfbdefbfbdefbfbd52efbfbdefbfbdefbfbd4a55efbfbd2814efbfbd3b1e1eefbfbdefbfbdefbfbd0defbfbd63efbfbd07efbfbdefbfbd3b0070ef80b0efbfbdefbfbd12efbfbdefbfbdefbfbd466970efbfbd31efbfbdefbfbdefbfbd4defbfbd35efbfbd72efbfbd462b6c0a5b680237efbfbdefbfbdefbfbdc9a9efbfbd5a09efbfbdefbfbd1aefbfbdefbfbd450a221cefbfbd72efbfbd2aefbfbdefbfbdefbfbd5cefbfbd38efbfbdefbfbd3c1eefbfbd17efbfbd36efbfbdefbfbd53efbfbd354a05efbfbd51efbfbdefbfbd3fd5aeefbfbd24efbfbde79d84efbb85efbfbd0925efbfbdefbfbdefbfbdefbfbd23efbfbd1defbfbd382aefbfbd50efbfbdefbfbdcdaf27cba2561f30efbfbd52efbfbdefbfbd6c62efbfbd3869efbfbd0267efbfbd6aefbfbd2670efbfbd7eefbfbd58efbfbd305932efbfbdefbfbd1954efbfbd64efbfbd691fefbfbd7d07efbfbd76efbfbd5defbfbdefbfbd626cefbfbd575b73526053efbfbd0656efbfbd2eefbfbd43efbfbdefbfbd3f17efbfbd604f5f6d5cefbfbd3f4fefbfbd426fefbfbd70efbfbdefbfbdefbfbd3960421376efbfbd1cefbfbd1befbfbdefbfbd4eefbfbd57efbfbd4d6defbfbd3eefbfbd665e5d3a374e0f11efbfbdefbfbd080f060fefbfbdcb8278efbfbd14efbfbdefbfbd2eefbfbdefbfbdefbfbdefbfbd78efbfbd4aefbfbd1defbfbdefbfbdefbfbd1f52d69b1defbfbd211aefbfbdefbfbdefbfbd49efbfbdefbfbd582c45efbfbd55efbfbd5cefbfbdefbfbdefbfbdefbfbd091e481cefbfbd543068d0b02e4b4eefbfbd5eefbfbd68efbfbd14727cefbfbd63efbfbdd595efbfbd233627efbfbd49efbfbd4273325117795eefbfbd69efbfbd6759efbfbd517defbfbd776eefbfbd7befbfbd0a5eefbfbdefbfbd3befbfbd04efbfbd6539efbfbd28efbfbd0defbfbd1a3674efbfbdefbfbd7defbfbdefbfbd4668efbfbdefbfbdefbfbdefbfbd4f0eefbfbd2f2a39efbfbd0fefbfbdefbfbd2befbfbdefbfbd0befbfbd0b4f4fefbfbdefbfbd3a1e55efbfbd
80:37:73:96:9b:db,88:e9:fe:6a:92:52,2048,4,5,32,84,5421,,0,122,17,1799,84.54.22.33,10.1.10.53,53,53,64,65081,1532199350.304299,98,Ether / IP / UDP / DNS Ans 2607:f8b0:4005:807::200e,0,
88:e9:fe:6a:92:52,80:37:73:96:9b:db,2048,4,5,0,1006,1,,0,64,17,21177,10.1.10.53,84.54.22.33,53,53,986,49529,1532199351.311700,1020,Ether / IP / UDP / DNS Qry b'google.com.' / Raw,950,efbfbdefbfbdefbfbdefbfbd09efbfbdefbfbd22efbfbd52efbfbd6befbfbd4a7406514aefbfbd32efbfbd37efbfbdefbfbdefbfbd2468efbfbdefbfbd133626efbfbdefbfbd72734744efbfbd294958efbfbdefbfbdcb8aefbfbdefbfbdefbfbd04146e3aefbfbd30efbfbdefbfbdefbfbdefbfbd6eefbfbdefbfbd09efbfbdefbfbd4befbfbd3e2b2476710defbfbd5dce85efbfbd59efbfbd65efbfbd3eefbfbdefbfbdefbfbd5e4966281478efbfbdefbfbd1e772a15efbfbdefbfbd427defbfbdefbfbd03efbfbdefbfbd762b284befbfbdefbfbdefbfbd7dda984d44efbfbd48474fefbfbdefbfbd1d6545efbfbdefbfbd14efbfbdefbfbdefbfbdefbfbdefbfbddca5efbfbd7a7f056b34efbfbdefbfbdefbfbd71efbfbd09efbfbdefbfbdefbfbdefbfbd3950efbfbdefbfbd760defbfbd7aefbfbdefbfbdefbfbdefbfbdefbfbdefbfbd0615efbfbdefbfbdefbfbdefbfbdefbfbdefbfbdefbfbd427666efbfbdefbfbdefbfbd01efbfbdefbfbdefbfbdefbfbd4eefbfbd342b5eefbfbdefbfbd403c4c11d1bb61d39c5b5551efbfbdefbfbd242de6b08defbfbd641d772a3c47d784efbfbdefbfbd4aefbfbd15efbfbdefbfbdefbfbd5620efbfbd0344746f703b64efbfbdefbfbdefbfbd43692d6a59efbfbd5fefbfbd11efbfbd4aefbfbd353d0a3174efbfbd6577efbfbdefbfbd647aefbfbdefbfbdefbfbd5604346e6fefbfbdefbfbd6defbfbd23efbfbd6b0a02efbfbdefbfbdefbfbd4eefbfbd7163efbfbdefbfbd343435efbfbdefbfbd0fefbfbdefbfbd41492c16db995041efbfbdefbfbd3defbfbd6cefbfbd4e44692f7411efbfbdefbfbd3defbfbd65efbfbdefbfbd042befbfbd3f1cefbfbd68efbfbd2111efbfbd10efbfbddba9efbfbdefbfbdefbfbd2455efbfbdefbfbd175d38efbfbdefbfbd47efbfbd5a4e2725efbfbd05efbfbdefbfbd2cefbfbd302c4703efbfbdefbfbd342cefbfbdefbfbdefbfbdefbfbd3a20264eefbfbdefbfbd6248efbfbdefbfbdefbfbdefbfbdefbfbd51efbfbd023f00003befbfbdefbfbd29546a5570efbfbdefbfbd497d67076a4a34efbfbd4befbfbd0befbfbd371d2e3805ca92efbfbd2a540a2aefbfbdefbfbdefbfbdefbfbd3ddda05074d68cefbfbded84b04929efbfbdefbfbdefbfbdefbfbdefbfbd351fefbfbd70efbfbd12227a0d11efbfbdefbfbd48efbfbdefbfbdefbfbd3b01efbfbd07d0ba02efbfbd7b1867efbfbdefbfbd52efbfbdce8defbfbd3e78d8b67d561a2f797c3aefbfbd4defbfbd4309efbfbd00efbfbdefbfbdefbfbdefbfbdefbfbdc8a0781befbfbd4cefbfbd27
80:37:73:96:9b:db,88:e9:fe:6a:92:52,2048,4,5,32,84,5904,,0,122,17,1316,84.54.22.33,10.1.10.53,53,53,64,65082,1532199351.355696,98,Ether / IP / UDP / DNS Ans 2607:f8b0:4005:807::200e,0,
